Samples,Class,1_3-Dithiane,1_4-Diguanidinobutane,2-Amino-6-hydroxyaminopurine,2-Hydroxyethanesulfonate,2-Hydroxyfluorene,2-Methacryloyloxyethyl phenyl phosphate,2-Methyl-3-thioacetoxy-4_5-dihydrofuran,3_7_3^_4^-Tetramethylquercetin,3-Hydroxybutyricacid,3-Methylindolepyruvate,3-Vinyl-1_2-dithiacyclohex-5-ene,4-styrenesulfonic acid,5_10-Methylenetetrahydrofolate,5^-Methylthioadenosine,5-Oxoproline,8-Azaguanine,8-Ethyl-11-methyl-2-(4-methyl-5-oxotetrahydro-2-furanyl)dodecahydroazepino[3_2_1-hi]furo[3_2-e]indol-10(2H)-one,AICAR,Alanyltyrosine,Anhydrotetracycline,Balsalazide,Benzylamine,benzylbenzoate,Bergaptol,Beta-Alanine,BiochaninA,Bisphenol A,Chorismate,Clavulanate-9-aldehyde,Creatinine,CYS-GLY,CYSTATHIONINE,CYTIDINE,D-Arabinonate,DEOXYURIDINE-MONOPHOSPHATE,D-Erythrose,D-Fructose,D-Galactonate,Dibekacin,Dihydropteroate,Dihydroxyfumarate,Dinitrosopentamethylenetetramine,Dithranol,D-Ribose,D-Serine,Formononetin,Fumaric acid,Gamma-Aminobutyricacid(GABA),Gluconic acid,Glutaric acid,GLYCERALDEHYDE,GLYCEROL 3-PHOSPHATE,Guanidineacetic acid,Isoliquiritigenin,L-2-Amino-3-oxobutanoic acid,Lamivudine,L-Malic acid,L-Threonic acid,METHIONINE SULFOXIMINE,Methotrexate,Morphinone,N-ACETYLASPARAGINE,N-Acetyl-L-glutamate5-phosphate,N-acetylmuramate6-phosphate,Nicotinate D-ribonucleotide,N-Ribosylnicotinamide,OB4972000,O-Phospho-L-homoserine,Orthophosphate,Oseltamivir,oxiramide,Pederin,p-Fluoropropiophenone,Phenylsilane,Porphyrin,Pyruvic acid,(S)-4-Amino-5-oxopentanoate,SAT,Ser-Ser,Succinic acid,tebuthiuron,Thiamin,Thiolactomycin,Tilnoprofen arbamel,Uridine,Xanthohumol,Xanthone
Pat_46_POS,group:Healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_47_NEG,group:Healthy,2087657.37,88860.31,313578.16,77596.88,1632004.62,95835.35,66450.82,201439.26,34884052.1,4215405.03,33888.07,28554746.96,11872.27,487682.09,19303369.71,18004.02,7439366.16,19086.86,10119.1,34482.46,897630.42,5712.72,115768.49,27159194.59,936159.74,224195.97,12368.71,44566.61,577221.17,149158.23,1085626.05,30263.63,958414.42,327566.77,2068672.78,20942242.11,51257.0,11472.0,47065.66,204865.24,4153094.99,204935.93,111997949.2,19195.31,499828.2,139266.46,626254.53,174158.67,14375.3,12110166.3,682619727.6,997387.23,221516.56,948697.53,1880413.71,389152.8,2024310.71,4830762.49,8850113.29,20530.94,42069.06,197627.41,16212.74,301468.01,1051565.86,694227.43,412026.44,2559888.01,167751442.6,2491061.17,44962.13,983022.9,805963.42,631148.14,22023.49,1999020.02,21637.32,51813.12,21721.69,630572.76,51244.29,106572.87,10520564.09,5370369.63,16405.55,20232.88,8791952.26
Pat_47_POS,group:Healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_48_NEG,group:Healthy,2121681.31,206497.61,306260.81,358044.11,7166431.95,15435.48,437013.06,400073.25,5667174.73,4796334.23,33470.32,50357556.64,288642.49,451461.08,18987695.25,115523.28,1765303.09,60296.17,29168.28,81011.08,6324786.23,5563.96,301743.44,55617055.75,413890.0,144713.76,77036.46,184496.62,470257.66,418198.4,1009177.74,25475.02,2083693.72,4957103.69,1314069.81,9648896.29,4040835.3,992452.25,246738.77,577928.78,4272163.97,1875959.71,53760352.56,79318.49,1159440.62,335372.88,282943.27,197060.03,434261.13,5178469.31,696309425.1,434007.16,331751.53,571705.87,2032907.68,414410.49,2547630.65,2324599.71,4966493.62,87465.89,131014.94,290854.91,14261.31,24806.39,5028059.13,2137940.2,634903.6,20954.54,237195699.1,2755575.81,149801.98,375740.2,910258.09,310152.2,20916.56,816779.54,20210.51,46940.13,107922.89,1553179.98,89131.07,18243.49,31197350.49,769585.2,1075168.78,19749.9,13775121.32
Pat_48_POS,group:Healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_49_NEG,group:Healthy,2022025.0,67707.03,476983.75,179664.49,2203171.08,17226.94,272123.24,254577.71,11707022.53,5952444.58,36540.95,33557766.43,12042.23,565613.48,23782404.78,73535.66,2437308.32,12479.04,20061.64,25816.56,188854.6,5306.13,188696.71,20414970.73,1801470.83,287820.26,87487.16,105413.24,389532.91,222136.59,1078160.7,24670.6,1065337.35,1053260.9,1806799.56,14797672.77,103066.62,22831.58,35383.4,391058.47,4078734.49,190771.57,81016984.17,36113.03,659070.93,173910.31,6630288.87,229456.72,15917.19,8429770.44,905172441.3,2363496.58,675151.69,893991.71,847619.8,187786.46,2142388.92,12031213.53,6152791.17,30080.62,142392.56,152291.56,14219.15,20975.63,1558313.06,1384594.8,439287.59,27477.23,170209118.4,2711898.68,67270.07,386904.72,1538544.4,418366.5,21924.05,1365994.81,38292.27,34344.55,11714.33,1416924.34,50432.51,32263.84,24458019.99,243830.87,145789.09,21511.33,10384015.14
Pat_49_POS,group:Healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_50_NEG,group:Healthy,2346682.8,36850.27,270005.09,100825.18,1161770.67,26337.25,97837.55,212725.6,10245187.2,4491954.73,36169.91,40972149.92,12185.7,281489.88,13479844.71,32116.64,2282125.11,43452.23,98339.46,21944.89,1809662.67,4648.0,75556.5,35032531.32,419089.76,132393.59,20010.21,57051.76,158270.05,182583.5,1108014.5,26666.91,1190139.1,19371.41,2175622.4,17246771.02,37024.53,11521.97,37024.5,179514.13,4311055.04,68372.61,91371325.33,7369.95,481307.12,115985.7,886794.75,197946.69,12091.08,9438281.0,598192588.3,1363685.89,475224.2,628999.19,903459.09,312231.11,2188109.56,7411577.53,6947705.88,25240.74,40289.36,167335.22,15134.4,18460.66,2237582.98,979476.43,530686.34,21354.91,112197052.1,2472126.35,87911.72,701213.62,617102.06,538034.59,244832.06,1447758.12,38699.37,57955.23,11648.75,896145.02,34829.48,19157.93,13696674.14,14441847.92,14774.64,432387.57,8984771.44
Pat_50_POS,group:Healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_51_NEG,group:Healthy,2033442.73,14559.96,522003.5,217484.32,3833757.89,14397.48,161932.79,187081.67,16869406.27,3916275.21,35873.98,30012823.45,12498.78,280489.27,18432084.54,61169.18,1358162.47,55092.28,10041.38,24599.43,9873831.78,9402.34,122070.41,34364997.59,625338.25,114111.97,14093.32,80250.22,134050.52,334918.27,773193.96,24447.59,1443832.07,137999.31,1975862.58,10211998.41,5893044.73,152464.31,124736.39,280240.23,4190706.3,129599.19,55617910.7,17618.87,575197.96,165656.85,2659138.38,204797.19,119264.04,5694798.81,907973663.9,351895.88,892002.57,457355.57,2314823.08,584367.04,2221638.6,2184653.11,5320641.22,17327.46,91750.42,129676.9,172649.91,165033.24,1365123.53,1509074.77,415076.45,18538.04,405212306.6,2445995.4,250304.11,1117164.82,1231111.9,302555.15,19859.63,797140.06,15325.03,738766.56,66559.5,1500061.36,32487.94,13523.4,30041173.78,135107.69,25727.59,20198.99,7160623.44
Pat_51_POS,group:Healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_52_NEG,group:Healthy,2127890.96,17580.91,374863.18,204147.47,1820344.75,29542.13,914191.58,165777.11,4238542.83,6358320.0,32989.92,31128632.29,12279.7,391816.27,22929136.29,35860.53,1998650.23,89993.05,10431.13,14499.5,2690969.18,4130.72,130035.51,32781814.48,1479059.78,38925.68,205375.39,76645.86,132870.0,275945.48,475771.88,25094.29,3745383.25,205261.27,1756810.76,7348209.23,6440151.48,581014.31,919294.44,506466.05,3950072.79,85270.48,41300598.28,21198.94,667139.82,231768.97,3093173.14,217749.01,168921.43,3912185.81,836161430.4,827759.64,999075.34,357154.47,661947.31,146194.84,2212912.37,1292453.05,4038434.75,16037.44,205837.28,188564.83,12829.68,337933.48,1306238.95,3099676.78,451224.47,17286.79,289481508.0,2108131.71,46268.19,1468905.3,1691126.0,215648.07,31096.44,556893.69,28926.56,1554853.22,223753.71,1492098.53,26436.6,10294.07,45340122.68,126441.81,64659.21,78269.88,6636514.58
Pat_52_POS,group:Healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_53_NEG,group:Healthy,1823994.0,10164.94,652116.89,186386.54,1489309.83,14758.03,383072.16,213519.85,1658524.75,9697862.46,50092.19,26308158.72,12013.17,373141.06,31885477.91,43412.16,3048800.06,47382.54,14699.85,8120.11,10292.56,7991.47,290883.0,25228892.72,1171279.44,534954.41,103147.8,59941.69,22259.17,320083.42,726824.7,25728.8,4027076.18,167156.74,1399367.77,5237484.72,101273.39,16000.2,59577.37,355547.03,3675567.77,30482.31,28072351.86,17151.18,684236.2,244034.73,3348131.92,160921.77,15032.53,2956744.67,801226470.0,580090.91,773635.7,614201.67,298627.32,72722.24,1941202.31,3048023.29,2853119.07,20697.87,459916.37,174774.41,17857.8,31791.28,721239.46,3539986.45,304203.05,23969.31,256348503.5,1921159.66,33474.85,1258678.55,1460997.65,144466.04,23999.68,421110.7,24800.67,45032.45,8496.91,1617383.51,59968.72,11595.39,59923960.27,77208.03,2592892.09,24789.55,10132434.86
Pat_53_POS,group:Healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_54_NEG,group:Healthy,1810578.4,16487.48,401967.61,46925.01,851089.0,40294.54,61017.19,143564.43,15376892.72,5890645.85,45121.18,24504725.89,12151.26,485179.28,20177897.16,9612.26,1709819.1,194639.39,1721559.76,10138.22,5110863.31,5193.9,51966.43,13754092.43,682149.05,115241.56,17360.61,66503.6,123243.86,184562.05,656780.37,24196.94,968520.23,14581.22,1726903.39,11083837.3,47298.58,11891.98,35878.2,364187.19,3801196.84,72757.01,65318914.09,9906.81,694281.63,102128.4,7732853.98,354657.68,12302.26,6140502.86,720105707.6,3225525.12,719755.59,500089.37,1062748.32,291360.34,2090035.43,15643044.12,5787718.85,21508.96,126617.25,260198.42,16133.67,606340.49,1094275.27,1466124.05,367340.44,19884.46,101064021.4,1896855.07,30054.99,636956.65,889998.53,354089.22,3505140.76,881691.15,30168.45,53058.63,31064.25,1341018.83,61069.2,20751.96,35566097.91,92423.08,179899.26,3844103.44,4952073.88
Pat_54_POS,group:Healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_55_NEG,group:Healthy,2141070.44,69434.93,405780.05,1040042.91,3384118.41,15169.1,120212.38,994210.65,6435767.31,3101130.63,33867.01,53525402.28,12880.91,680223.33,12628883.96,159954.71,2635947.57,59336.39,47733.18,286789.16,237542.88,60102.89,807552.17,37674937.25,657744.01,114412.71,464766.23,264894.86,480353.89,883795.22,2397845.98,25742.0,2230468.79,14308.92,1802409.46,16667794.43,26394.8,21457.86,93747.32,107325.37,4482106.19,105891.9,88223871.6,161010.36,566185.58,539490.15,6299564.53,273595.67,15501.46,8959876.82,679559940.7,1419889.28,380495.22,508948.7,893674.16,885422.89,2345032.9,7814291.09,5032037.34,169873.56,28785.78,500901.71,20676.38,36710.89,6498569.03,1922869.93,746439.57,25163.52,212819850.8,3035048.72,325433.83,520123.62,1419100.21,450970.5,183425.96,1297236.12,83684.83,56893.87,109948.64,1453600.4,159291.59,25642.18,10509432.68,18024867.96,15524.3,295841.8,30634231.66
Pat_55_POS,group:Healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_56_NEG,group:Healthy,2423900.93,32778.74,1221355.56,296849.6,4997561.75,82321.28,129477.9,386302.72,10053540.03,4683586.58,30453.65,41782188.39,12419.51,326668.05,24250744.29,200568.18,2715709.15,105688.39,17506.48,17078.37,16278.68,8330.94,120712.88,38652956.7,433856.8,268774.66,13355.33,109959.53,896750.98,286879.43,1392817.17,24768.0,1496652.58,41476.51,2090980.77,17129126.03,2745020.62,102521.4,35247.62,77810.98,4696123.81,116399.57,93733570.99,35470.76,424517.05,193385.14,3161445.19,252436.54,74349.36,10326506.75,996188720.0,46912.74,765524.91,688910.88,666942.27,337539.74,2147423.29,101633.86,7887199.3,65413.92,31537.42,149867.88,13168.41,17386.81,3218785.36,1460413.19,652752.53,16602.02,302820121.1,2562201.18,75614.29,737335.21,900579.75,494194.14,23062.27,1472089.58,16625.83,55321.14,11527.5,1724758.66,36998.34,20939.82,22753420.34,159108.73,641848.75,19521.92,13923708.03
Pat_56_POS,group:Healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_57_NEG,group:Healthy,2110407.29,10205.25,243845.68,68709.82,930491.76,14255.79,135149.03,251254.33,18341283.98,6224277.74,32593.02,42606330.35,12006.7,901195.7,13301106.24,11420.24,2305206.23,28423.59,16939.71,11309.04,559019.33,5281.11,21976.71,13618501.44,789345.14,557507.44,14000.01,35720.34,40204.27,122346.55,1718632.45,24064.34,488497.22,34898.98,1150924.59,27158040.33,1944078.53,31874.84,34382.08,339232.63,4077832.73,44943.34,121054138.6,10570.44,757868.83,94546.83,12184097.08,238924.17,11268.05,15432368.09,497318669.6,3110977.09,701074.19,1587134.55,6503730.11,891900.07,2226625.96,14254975.31,8903412.34,19265.01,31567.28,69774.36,13474.19,17026.7,1616534.38,651878.51,457045.03,18370.1,133434233.1,2636838.95,31146.97,417184.28,501078.59,798152.33,20071.9,2684343.17,14637.23,33259.78,13582.92,673552.61,38733.51,147659.16,6564963.45,63048.76,15429.32,26086.01,12037117.59
Pat_57_POS,group:Healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_58_NEG,group:Healthy,2137383.16,49110.54,1134087.93,168506.08,1294342.5,28150.51,814257.07,420318.96,17353867.62,6987160.32,36336.58,35605653.97,12700.2,379011.6,26708078.26,19966.79,1800547.68,358915.42,13106.6,10918.48,2288979.93,6730.29,66381.39,20180624.45,482492.96,444278.64,19405.81,56320.14,552139.2,149946.43,1599366.61,25502.38,3072494.17,98140.14,2136812.02,20261653.74,6032180.11,268908.24,44652.93,42102.26,3560595.24,106871.04,107796238.4,40506.33,826928.3,187390.9,263315.64,517692.05,144676.32,11474865.96,1171724289.0,123289.25,821036.18,1087594.05,789426.33,250603.37,2174785.73,651994.17,9535958.47,19795.31,12249.39,112813.79,13662.17,353749.15,1433404.11,1780641.52,501343.4,28989.94,195736380.0,2626199.2,91925.47,501984.08,1038919.08,580030.21,23257.47,1672548.72,43248.76,39574.19,12614.99,2071138.02,54919.55,67829.41,7877663.39,62406.77,15475.28,19430.31,18002126.04
Pat_58_POS,group:Healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_59_NEG,group:Healthy,2087991.84,33647.83,549846.53,171091.1,1192603.02,39663.92,4595144.3,172780.41,27862834.95,6014885.7,33741.58,32897246.02,12287.54,126320.28,26538516.02,34025.63,2426737.41,337967.74,10739.87,29009.57,16095.04,4328.66,66648.1,20216550.49,2034842.86,9840.52,13098.06,24889.68,3498487.77,346392.7,422068.05,25713.53,2614797.66,46311.04,2208223.07,1416239.79,1342263.8,11638.26,36708.84,81080.88,3770753.12,81484.68,7920289.38,22190.35,731405.74,87681.68,5588330.5,385209.46,24652.72,786784.13,1032324492.0,169460.23,378586.01,60122.03,803244.8,289758.94,2321224.2,330732.12,821283.06,21840.14,264526.59,160835.63,14227.43,19311.62,1584833.79,2428309.21,451386.37,23560.31,380144318.3,2929554.6,126152.11,475965.4,1183616.15,31565.19,20299.93,66843.31,23181.73,41017.23,7139.56,4004867.32,77471.24,8369.7,48848188.53,299488.03,24865.39,20444.1,5834803.79
Pat_59_POS,group:Healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_60_NEG,group:Healthy,1926022.38,16587.22,242734.92,170500.52,947129.25,20262.12,1203377.44,306327.34,23856510.44,5601588.22,37278.51,33777680.29,12354.15,244915.41,24702946.31,14727.49,1732231.03,54664.03,11869.54,54566.46,3946454.47,6378.43,140952.59,33929578.31,1873847.79,198625.85,20338.07,50105.91,834690.52,257656.85,1003160.32,25120.0,1683922.87,11614.95,1821430.25,10959195.91,322673.62,10733.58,33522.48,158752.14,4284719.53,33849.31,61094416.52,24204.84,567104.3,157870.87,11429025.51,196207.84,22766.47,5777147.63,1068231907.0,2538324.62,483242.46,837587.26,6097893.76,600002.0,1985163.76,12199083.13,6239480.97,17721.9,93281.37,230782.95,66243.32,184803.43,1977757.93,1686103.88,417950.87,26025.0,206423650.7,2511724.44,76031.65,450333.9,928290.12,323855.49,20704.44,801052.11,69299.33,35344.02,37768.97,2876590.08,84051.76,16712.65,28080048.26,78180.86,222885.23,19884.23,13100378.25
Pat_60_POS,group:Healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_61_NEG,group:Healthy,2155547.13,12410.29,409677.31,189724.75,1218887.98,14329.4,101826.41,85834.73,10071129.43,6808369.97,34728.72,31568112.98,11942.45,459225.94,30747202.73,57073.78,1852840.93,83107.44,27475.06,15310.96,476258.16,5659.52,80323.76,30390957.27,2003989.11,8772.65,52099.67,45177.38,1236019.29,303692.25,473030.25,25557.73,2773431.02,77229.78,1669730.03,1314587.7,1578974.28,175360.89,32529.52,363698.39,4271346.47,69878.44,8930241.81,13523.22,795668.07,90361.1,2164418.91,229851.84,21235.8,904333.39,991841526.6,129670.99,668143.49,81143.86,1443805.82,297920.94,1720272.17,560714.21,994820.05,15330.52,403687.63,122874.77,14995.32,39240.94,1287232.6,3144416.5,443008.22,18707.57,415338887.4,2698883.88,73807.43,507934.33,1163549.0,48837.54,20308.38,333228.7,20746.69,45318.68,7825.9,1566386.96,30313.37,9360.57,74741257.21,57421.92,14834.82,19585.58,7261943.63
